text,label
"Phòng ở vệ sinh sạch sẽ, tiện nghi cơ bản đầy đủ, tuy nhiên phòng cũ và bí.",Vie
"Tôi có thuê xe máy tại khách sạn này nhưng thủ tục rắc rối, tôi nghĩ khách sạn nên chú ý để thủ tục đơn giản hơn.",Vie
Theo như phản hồi thì chất lượng cũng được nên người nhà tôi không phàn nàn gì.,Vie
"Vị trí khách sạn dễ tìm kiếm và thủ tục nhận phòng nhanh chóng, phòng ốc đầy đủ tiện nghi và sạch sẽ, thái độ đón tiếp tốt nên cảm thấy hài lòng về dịch vụ này trong chuyến đi Đà Lạt vừa qua.",Vie
"Tuy nhiên, chất lượng phòng chưa được tốt lắm, do giường và nệm đều đã cũ quá rồi.",Vie
"So với tiêu chuẩn 1  sao thì tiện nghi phòng ở cũng cơ bản, vệ sinh phòng sạch, không gian ở thoáng mát.",Vie
"Nhìn chung, tôi hài lòng, rất hài lòng khi quyết định chọn lựa Khách Sạn Phương Huy 1 này để lưu trú.",Vie
Nhìn chung nhân viên phục vụ khách hàng ổn.,Vie
"Nhìn chung, phù hợp với giá tiền.",Vie
"Gần với trung tâm nên đi lại, ăn uống đều thuận tiện.",Vie
Vừa rồi tôi có chọn khách sạn Phương Huy 1 để đặt phòng.,Vie
"Phòng ở được dọn dẹp vệ sinh sạch sẽ, tiện nghi, trang thiết bị cơ bản được khách sạn cung cấp đầy đủ.",Vie
"Tuy nhiên, nệm, mền của khách sạn khá là mỏng.",Vie
Theo tôi thì những dịch vụ khách sạn đang có ổn.,Vie
"Khi khách đến, nhân viên vẫn bình thường, không có sự niềm nở, nhiệt tình chào đón khách gì cả.",Vie
"Còn về phòng ở thì tôi không có chê trách gì, vệ sinh phòng tương đối sạch sẽ, không gian nghỉ ngơi thoáng mát.",Vie
Khách sạn Phương Huy 1 theo đánh giá của cá nhân tôi có chất lượng dịch vụ khá tốt.,Vie
"Các bạn nhân viên khách sạn họ có thái độ vui vẻ, nhiệt tình với khách hàng.",Vie
"Nhân viên thì ok, vui vẻ, lịch sự.",Vie
Nhìn chung nơi này cũng được thôi.,Vie
Phòng ở nơi này đã cũ khách sạn nên nâng cấp thêm.,Vie
Với tôi những dịch vụ khách sạn cung cấp chỉ tạm được thôi.,Vie
"Tôi có nghỉ tại Khách Sạn Phương Huy 1 và tôi khá hài lòng khi sử dụng dịch vụ ở đây, nhân viên đón tiếp lịch sự, vui vẻ.",Vie
"Phòng ốc cũng sạch sẽ, tương xứng với giá cả.",Vie
"Vì địa điểm này ở trung tâm, gần các điểm ăn uống và tham quan.",Vie
"Thêm vào đó, nhân viên dọn phòng tốt, sạch sẽ, đồ đạc gọn gàng.",Vie
"Vị trí ổn, tôi khá hài lòng khi sử dụng dịch vụ ở đây.",Vie
Khách sạn lại nằm gần trung tâm.,Vie
"Do đó, tôi hài lòng khi ở.",Vie
"Khách Sạn Phương Huy 1 có địa thế toạ lạc khá tốt, nằm gần trung tâm, giúp tôi đi lại tham quan Đà Lạt được tiện lợi, dễ dàng hơn.",Vie
"Bên cạnh đó, dịch vụ phòng nghỉ cũng được, đáp ứng được sự sạch sẽ nữa.",Vie
"Tôi chẳng hài lòng về khách sạn Phương Huy 1, phòng rất xấu, đồ đạc cũ kĩ mà nhà tôi có người già nhờ các bạn đổi xuống phòng tầng trệt đến ngày thứ 3 tôi trả phòng thì nhân viên vẫn không đổi.",Vie
"Vị trí toạ lạc của Khách Sạn Phương Huy 1 cũng tốt nữa, nằm gần chợ, giúp tôi tiện lợi hơn trong việc đi lại ăn uống, và tham quan.",Vie
Nói chung là tôi hài lòng với dịch vụ.,Vie
Theo đánh giá cá nhân của Tôi thì dịch vụ cũng khá bình thường cũng đầy đủ tiện nghi để sử dụng và phòng ốc sạch sẽ.,Vie
Tôi không có điều gì để phàn nàn khi ở đây cả.,Vie
Dịp lễ Quốc Khánh vừa rồi tôi có đến Đà Lạt chơi và nghỉ lại khách sạn Phương Huy 1 và tôi cảm thấy chất lượng phòng ốc ở đây cũng tạm ổn.,Vie
"Giá tiền vừa phải, nhìn chung là tôi hài lòng.",Vie
Khách Sạn Phương Huy 1 bố trí tôi ở căn phòng đảm bảo được sự sạch sẽ.,Vie
Nhân viên nhiệt tình tiếp đón khách hàng nên nhìn chung tôi không có phàn nàn gì cả.,Vie
Đặc biệt điều tôi ưng nhất là địa điểm khách sạn gần trung tâm và nhân viên phục vụ cũng tận tình chỉ dẫn cho tôi đường xá đến các quán ăn ngon hay địa điểm tham quan đẹp.,Vie
"Phương Huy 1 khiến tôi cảm thấy vô cùng hài lòng, với giá tiền rẻ như thế thì chất lượng dịch vụ ở đây đã đạt yêu cầu đặc biệt là phong cách phục vụ khách hàng tận tình, lễ tân rất lịch sự.",Vie
"Tôi có nghỉ tại khách sạn Phương Huy 1 trong chuyến đi vừa rồi, tôi thấy nhân viên ở đây làm việc rất ok, lịch sự, thân thiện, vui vẻ.",Vie
"Vị trí đi lại cũng thuận tiện, nhưng dịch vụ phòng ốc thì tôi thấy chưa được tốt lắm, phòng cũng sạch sẽ, nhưng chất lượng tiện nghi như nệm, bàn ghế, chất lượng phòng chưa được tốt, giá như vậy tôi thấy cũng hơi cao.",Vie
"Nhìn chung, tôi tạm hài lòng khi nghỉ tại đây.",Vie
"Tuy nhiên, tôi chỉ đặt căn phòng 1 giường 2 khách nhưng ngày đầu khách sạn lại sắp cho tôi ở căn phòng đến 3 giường lận.",Vie
"Hôm sau họ có khắc phục, đổi cho tôi đúng loại phòng đã đặt nhưng căn phòng này ở lầu 3, trong khi tôi đi có người lớn tuổi và trẻ em nên đi lại khá là vất vả.",Vie
"Vừa qua, tôi có nghỉ tại khách sạn Phương Huy 1, tôi khá hài lòng và thoải mái khi nghỉ tại đây, dịch vụ phòng rất ok, phòng sạch sẽ, gọn gàng và tương xứng với giá cả.",Vie
"Giá cả phù hợp, chất lượng phòng tạm ổn, đồ dùng đầy đủ cả.",Vie
"Bên cạnh đó, nhân viên làm việc cũng được, vui vẻ với khách hàng.",Vie
"Mọi thứ nhìn chung là ổn, giá cả cũng hợp lý, vị trí đi lại khá thuận tiện, tôi khá hài lòng khi nghỉ tại đây.",Vie
Thành ra đặt phòng 4 mà 3 người phải chen chúc ở trong phòng đôi.,Vie
"Trước khi đến khách sạn, tôi có gọi cho chị chủ sẽ đến trễ vì chuyến bay bị hoãn mà chị có báo cho tôi về vấn đề này đâu.",Vie
Nói chung dịch vụ kém.,Vie
"Trên website tôi thấy có thể hiện tiện ích wifi và truyền hình cáp thế nhưng lúc tôi nhận phòng thì 2 thứ này đều hỏng cả, cứ như ở vùng quê vậy báo cho nhân viên rồi nhưng có ai lên sửa lại đâu.",Vie
"Giường chiếu bừa bộn, muỗi nhiều chỉ như một nhà nghỉ bình dân thôi.",Vie
"Vừa qua, tôi có nghỉ tại khách sạn Phương Huy 1 và tôi thấy phòng ốc ở đây rất bí, phòng nhỏ, chật nên không được thoáng, phòng rất bí dẫn đến phòng có mùi hôi, nghỉ ngơi hoàn toàn không thoải mái.",Vie
"Vệ sinh phòng cũng sạch sẽ, nhân viên cũng lịch sự, dịch vụ phòng như vậy thì tôi thấy chưa được tốt lắm.",Vie
Tôi chưa ưng ý lắm khi nghỉ tại đây.,Vie
Chỉ hơi phiền 1 tí là tôi đặt phòng ở Phương Huy 1 nhưng khi đến thì phòng có trục trặc nên chuyển sang Phương Huy 3.,Vie
"Dịch vụ phòng tốt, phòng được vệ sinh sạch sẽ, gọn gàng, đầy đủ tiện nghi.",Vie
TÔi được cung cấp phòng 2 giường mà thấy không sạch sẽ về chăn drap gối.,Vie
Được thái độ phục vụ nhiệt tình dễ thương nhưng nếu phòng ốc đầu tư sạch sẽ hơn thì Tôi sẽ ấn tượng hơn.,Vie
"Tôi đánh giá cao cách làm việc của nhân viên ở khách sạn Phương Huy 1 này, nhân viên rất nhiệt tình, thân thiện, làm việc vui vẻ.",Vie
"Về dịch vụ phòng thì tôi cũng thấy hài lòng, phòng ốc được vệ sinh sạch sẽ, đầy đủ tiện nghi.",Vie
"Dịch vụ phòng tương xứng với giá, nhưng phòng khá nhiều muỗi nên nghỉ ngơi cũng bất tiện.",Vie
"Giá cả cũng tương xứng với dịch vụ của khách sạn, tôi khá hài lòng khi nghỉ tại đây.",Vie
"Thế nhưng về cơ sở vật chất thì tôi thấy chưa đạt, phòng chưa tốt, đồ đạc cũ kĩ và bàn cầu trong toilet cũng hư nốt.",Vie
"Mình đánh giá mọi thứ ở Phương Huy 1 đều ổn, phù hợp với mình, nhưng có 1 điều mình chưa ưng ý lắm là mình đặt 3 phòng 2 người ở Phương Huy 1 nhưng khi đến nơi thì chỉ còn 2 phòng, sau đó được xếp thêm 1 phòng nhưng phòng này tiện nghi và trang thiết bị không bằng 2 phòng kia, còn lại tất cả đều ổn:D.",Vie
"Khách sạn sạch sẽ, phòng ốc tạm đầy đủ tiện nghi vì trong phòng không có máy nước nóng.",Vie
Nhân viên ở đây vui vẻ nhiệt tình với khách hàng.,Vie
Thật ra thì tôi cũng dễ tính nên khi thấy phòng không có tủ lạnh tôi cũng không thắc mắc với lê tân.,Vie
"Dịch vụ ở đây nhìn chung là tốt, phòng ốc rất ok, vệ sinh sạch sẽ, tiện nghi đầy đủ, dịch vụ phòng như vậy là tôi thấy đạt tiêu chuẩn, về nhân viên cũng lịch sự, làm việc vui vẻ, nhiệt tình, mọi thứ đều ổn, giá cả lại hợp lý, tôi hài lòng khi nghỉ tại đây.",Vie
"Vị trí khá thuận tiện đi lại, tôi khá hài lòng khi nghỉ tại đây, dịch vụ không có gì phàn nàn.",Vie
"Xét về dịch vụ phòng ốc thì tôi thấy phòng ở khách sạn Phương Huy 1 như vậy là đạt tiêu chuẩn, căn phòng tôi ở được vệ sinh sạch sẽ, đầy đủ tiện nghi.",Vie
"Ưu điểm ở đây là nhân viên phục vụ rất nhiệt tình, thân thiện với khách hàng.",Vie
"Khách sạn Phương Huy 1 quá bình thường, chưa đáp ứng được tốt nhu cầu của tôi.",Vie
"Đi cả ngày về phòng nghỉ ngơi tôi thấy mệt hơn, chẳng thoải mái tí nào.",Vie
Nói chung là không có gì đặc biệt.,Vie
"Về chất lượng dịch vụ của Khách Sạn Phương Huy 1 thì được, tôi không có gì bàn cãi cả.",Vie
"Chất lượng dịch vụ của khách sạn Phương Huy 1 nằm ở mức tạm được thôi, với giá tiền đã trả thì tôi thấy cũng ổn.",Vie
"Vị trí ok, gần trung tâm.",Vie
Nhân viên có thái độ vui vẻ.,Vie
"Phòng thì đầy đủ tiện nghi nhưng diện tích nhỏ quá, và thực tế tôi có cảm giác nó không giống với hình trên website quảng cáo, hơi bí chứ không thoáng như vậy.",Vie
"Trong chuyến đi vừa qua đến Đà Lạt, tôi đã chọn dịch vụ của khách sạn Phương Huy 1.",Vie
"Phòng ốc tốt, sạch sẽ, nhân viên thân thiện và chu đáo.",Vie
"Vị trí của khách sạn rất đắc địa, gần tất cả mọi nơi đi bộ ra chợ Đà Lạt chỉ mất khoảng 5 phút do đó tôi tiết kiệm được rất nhiều thời gian cho việc đi lại.",Vie
"Về chất lượng dịch vụ thì cũng ổn, tương xứng với giá tiền.",Vie
Khách sạn Phương Huy 1 chỉ thuộc mức trung bình khá thôi chứ chưa có hoàn hảo lắm.,Vie
Thiết bị chạy ổn định.,Vie
"Thái độ nhân viên vui vẻ, tiếp đón nhanh nhẹn.",Vie
"Phòng ốc thì rất sạch sẽ, tiện nghi phòng đầy đủ, nhân viên khách sạn dễ thương và nhiệt tình lắm.",Vie
Vị trí khách sạn hơi xa chợ nếu đi bộ thì mất khoảng 5 - 10 phút.,Vie
"Dịch vụ phòng ốc đảm bảo được sự thoáng mát cũng như sự sạch sẽ, tươm tất nên khoảng thời gian tôi nghỉ ngơi lại đây cũng thấy khá thoải mái.",Vie
"Nhưng bù lại thì vệ sinh phòng cũng sạch sẽ, đầy đủ các vật dụng cơ bản.",Vie
"Nhân viên của khách sạn Phương Huy 1 khá vui vẻ, tiếp đón tôi nồng nhiệt vì thế ngay lúc đầu cũng tạo được thiện cảm với tôi.",Vie
"Giá cả tại đây phải chăng, tương đối phù hợp với túi tiền.",Vie
"Phòng ốc sạch sẽ, đầy đủ tiện nghi, nhân viên tốt là những nhận xét của tôi về khách sạn này.",Vie
Mặc dù chỉ trải nghiệm dịch vụ của Khách Sạn Phương Huy 1 trong khoảng thời gian khá ngắn nhưng đủ làm tôi cảm nhận về khách sạn này.,Vie
Chất lượng dịch vụ tương xứng với mức giá nên tôi thấy hài lòng khi ở lại Khách Sạn Phương Huy 1 này.,Vie
"Vị trí toạ lạc thuận tiện cho việc đi lại cùng với căn phòng đáp ứng yêu cầu về sự thoáng mát, sạch sẽ.",Vie
Vị trí khá gần chợ đi ăn uống hay mua sắm đều tiện nên tôi cũng tương đối hài lòng.,Vie
Ngoài vấn đề đó ra thì mọi người ở đây họ cũng nhiệt tình và khách sạn cũng thuận tiện cho việc đi lại.,Vie
Tôi hoàn toàn hài lòng với quyết định của mình cũng như số tiền đã bỏ ra.,Vie
"Khách sạn Phương Huy 1 có nhân viên làm việc ok, lịch sự, tác phong nhanh chóng, vui vẻ.",Vie
"Ở đây, tôi thấy cũng khá gần trung tâm, vị trí đẹp, đi lại cũng thuận tiện, tôi khá hài lòng khi nghỉ tại đây.",Vie
Nên khi cần sử dụng hơi bất tiện.,Vie
"Nhìn chung, với giá cả như vậy thì tôi thấy hợp lý, giá cả tương xứng với dịch vụ của khách sạn, tôi hài lòng khi nghỉ tại đây.",Vie
"Phòng ốc tốt, vệ sinh sạch sẽ, nhân viên cũng vui vẻ nhiệt tình.",Vie
Tuy nhiên vị trí khách sạn xa chợ Đà Lạt mất khoảng 20 phút thế mà các bạn nhân viên ở đây lại bảo chỉ có 5 phút.,Vie
Ngoài ra giá thuê xe máy cũng hơi đắt.,Vie
Nhìn chung tôi thấy cũng tạm được thôi.,Vie
Sau khi sử dụng dịch vụ của khách sạn Phương Huy 1 về thì tôi cảm thấy hài lòng về thái độ phục vụ của nhân viên tại khách sạn vì nó khá tốt.,Vie
Tôi chưa hài lòng về giường trong phòng tôi vì nằm nó kêu và khi tôi phản hồi muốn đổi phòng thì nhân viên báo là hết phòng rồi.,Vie
"Vừa qua, tôi có đặt phòng ở khách sạn Phương Huy 1 khi đến Đà Lạt và tôi thấy khá ưng ý khi sử dụng dịch vụ ở đây, phòng ở của tôi khá tốt, vệ sinh sạch sẽ, gọn gàng, ở khá thoải mái.",Vie
"Ở đây, thì tôi thấy cũng không gần trung tâm lắm, nhưng cũng không bất tiện lắm khi đi lại.",Vie
"Với giá cả như vậy thì tôi thấy là hợp lý, cảm ơn mytour đã hỗ trợ tôi đặt phòng nhanh chóng và giá tốt.",Vie
Sàn nhà khi lau thì vẫn còn vết bẩn và nhà vệ sinh có mùi.,Vie
Về thái độ phục vụ của nhân viên thì khá tốt.,Vie
Vị trí của khách sạn cũng khá gần chợ và gần trung tâm Đà Lạt nên khá thuận tiện cho chuyến đi lần này của tôi.,Vie
Nhận xét của tôi về khách sạn này là tốt không có vấn đề gì kiến tôi phàn nàn cả.,Vie
"Phòng ốc được trang bị đầy đủ tiện nghi, vệ sinh sạch sẽ, nhân viên của khách sạn thân thiện nhiệt tình, tôi cảm thấy hài lòng khi đã tin chọn dịch vụ tại đây.",Vie
"Bên cạnh đó nhân viên thân thiện, khách sạn sạch sẽ nên nhìn chung tôi thấy chất lượng dịch vụ cũng được.",Vie
"Bên cạnh đó nhân viên chu đáo với khách hàng, phòng ở thì sạch sẽ, thoáng mát.",Vie
"Tôi chẳng có gì để phàn nàn về dịch vụ của khách sạn Phương Huy 1 cả, đối với tôi như thế là đủ.",Vie
"Ngoài ra, vị trí ở đây khá thuận lợi cho việc đi chơi của tôi.",Vie
"Nhân viên lịch sự đón tiếp du khách, họ chuẩn bị phòng ốc sạch sẽ, ngăn nắp để tạo cho khách cảm giác thoải mái khi nghỉ ngơi lại đây.",Vie
"Tôi có nghỉ tại khách sạn Phương Huy 1 khi đến Đà Lạt và tôi đến nhận phòng sớm, nên nhân viên cho tôi 1 cái phòng rất bừa bộn, không được dọn dẹp sạch sẽ, đồ ăn tùm lum, tôi yêu cầu đổi phòng khác thì phòng sau đó ổn hơn, vệ sinh sạch sẽ, ở cũng được, phòng đạt tiêu chuẩn, mặc dù được đổi phòng nhưng ấn tượng ban đầu không tốt, tôi thấy cũng chưa ưng ý lắm khi ở đây.",Vie
"Vị trí khách sạn cũng khá gần trung tâm nên đi lại thuận tiện, với mức giá cả như vậy tôi thấy là phù hợp.",Vie
Tôi đã chọn khách sạn Phương Huy khi đến Đà Lạt du lịch.,Vie
"Khách sạn tốt, phòng ốc trang bị đầy đủ tiện nghi, vấn đề vệ sinh sạch sẽ, thái độ phục vụ của nhân viên tốt.",Vie
"Trong chuyến du lịch Đà Lạt vừa rồi, tôi có lưu trú lại Khách Sạn Phương Huy 1.",Vie
Mọi người ở đây đều thân thiện và lịch sự khi chào đón du khách.,Vie
Khách sạn nằm tương đối xa chợ nên đi bộ hơi mệt.,Vie
Chăn mền đều khá là cũ.,Vie
Trong chuyến đi vừa qua thì tôi có đặt phòng tại khách sạn Phương Huy 1.,Vie
Về nhân viên thì khá ok.,Vie
Theo tôi nghĩ thì giá cả và chất lượng tại khách sạn Phương Huy 1 là hoàn toàn tương xứng.,Vie
"Nhân viên phục vụ tận tình, trò chuyện rất vui.",Vie
Tôi đã nghỉ ngơi tại đây rất thoải mái và lần sau nếu đến Đà Lạt có thể tôi sẽ quay lại khách sạn.,Vie
Tôi đã dặn là đặt phòng giường đôi nhưng khi nhận phòng là hai giường đơn và căn phòng này hơi chật.,Vie
Bù lại thì thái độ phục vụ của nhân viên khá tốt.,Vie
"Họ vui vẻ, thân thiện và nhiệt tình với tôi.",Vie
"Nhưng cũng không  sao vì nhân viên phục vụ tại đây nhiệt tình, luôn vui vẻ mỉm cười với khách, giá cả lại phải chăng mà vị trí đi lại cũng tiện do đó cũng khiến tôi cảm thấy hài lòng.",Vie
Tôi nhận thấy chất lượng dịch vụ của Khách Sạn Phương Huy 1 này rất là tốt.,Vie
Trong phòng được nhân viên dọn dẹp sạch sẽ tinh tươm.,Vie
"Thái độ phục vụ vừa thân thiện, vừa vui vẻ khi giao tiếp với khách hàng.",Vie
"Vừa qua, tôi có nghỉ tại khách sạn Phương Huy 1 khi đến Đà Lạt và tôi thấy dịch vụ phòng ốc khá ổn, vệ sinh phòng sạch sẽ, đầy đủ tiện nghi nhưng phòng không có cửa sổ nên hơi bí, cửa ra vào thì không khép kín được, ổ cắm điện thiết kế chưa hợp lý lắm, không có ở gần giường nên khá bất tiện để sử dụng.",Vie
"Khách sạn cũng gần trung tâm nên đi lại thuận tiện, nhìn chung thì tôi cũng khá hài lòng khi nghỉ tại đây.",Vie
Khi tôi đến khách sạn Phương Huy 1 là khoảng 4 giờ mấy thì nhân viên tại đây cũng vui vẻ và khâu nhận phòng để nhận phòng cũng khá nhanh chóng.,Vie
Do cũng đi suốt nên tôi cũng ít ở trong phòng.,Vie
Theo như tôi đã trải nghiệm thì dịch vụ ở đây và mức giá mà khách sạn đã đưa ra thì hoàn toàn tương xứng.,Vie
"An ninh khách sạn tốt, vị trí đi lại dễ dàng, phòng ốc cũng sạch đẹp mà nhân viên lại thân thiện, niềm nở tiếp đón tôi vì vậy khiến tôi hài lòng và không có than phiền gì.",Vie
Theo ý kiến cá nhân của tôi thì khách sạn có dịch vụ cũng ổn.,Vie
"Giá cả hợp lý, thái độ nhân viên vui vẻ.",Vie
"Phòng ốc ở đây tôi cũng không có gì phàn nàn, phòng được dọn dẹp sạch sẽ, đầy đủ tiện nghi.",Vie
Tôi thấy khách sạn Phương Huy này cũng tạm được và tương đối phù hợp với giá tiền mà tôi bỏ ra.,Vie
"Tôi thấy dịch vụ ở khách sạn Phương Huy 1 này không phải là tốt lắm, phòng ở thì tôi thấy bình thường, không phải sạch sẽ lắm, phòng ở khá nhỏ nên ở cũng thấy chưa thoải mái lắm.",Vie
"Theo tôi thấy, vị trí khách sạn này không có gần chợ, cũng phải đi bộ mất khoảng 10 phút mới đến.",Vie
Vừa qua thì tôi có đặt phòng tại khách sạn Phương Huy 1 thông qua hệ thống của công ty mytour cho chuyến đi đến Đà Lạt của mình.,Vie
Tôi thấy khách sạn này cũng bình thường và cũng không có gì để góp ý cả.,Vie
Thực sự thì tôi chưa hài lòng về khách sạn Phương Huy lắm nhưng có 1 điều tôi ấn tượng ở khách sạn này là nhân viên phục vụ rất tốt.,Vie
Khi tôi trả phòng có để quên đồ và bạn ấy đã chạy ra đến tận bến xe để trả lại cho tôi.,Vie
"Địa điểm toạ lạc của Khách Sạn Phương Huy 1 gần với các nơi mà tôi muốn đi, đặc biệt là khá gần chợ Đà Lạt nên việc đi lại dễ dàng và thuận tiện.",Vie
"Nhân viên rất tốt, lịch sự niềm nở.",Vie
"Tôi cũng đã báo lễ tân để họ khắc phục, nhưng tình trạng vẫn chưa được cải thiện triệt để.",Vie
Vì có công chuyện và chỉ ở lại để ngủ nên tôi cũng không phản ánh việc này lại với bên khách sạn.,Vie
Với giá tiền tôi bỏ ra thì phòng ở đây chưa phù hợp cũng như trang thiết bị nội thất hơi cũ và ổ điện lại không an toàn.,Vie
Nhìn chung với giá cả cả như vậy thì tôi thấy tương xứng với dịch vụ của khách sạn.,Vie
"Khách sạn nhỏ, bình dân, mang đến cho Tôi sự ấm cúng và dễ chịu như đang được ở nhà và những thiết bị hiện đại như vòi hoa sen, góc ngồi nghỉ, truy cập internet không dây miễn phí, tv, tủ lạnh.",Vie
Nhìn chung cảm thấy hài lòng khi đã chọn dịch vụ này cho chuyến đi du lịch vừa qua.,Vie
Khách sạn Phương Huy 1 có vị trí gần chợ Đà Lạt nên việc đi lại tương đối dễ dàng và thuận tiện.,Vie
"Còn về thái độ phục vụ của nhân viên tốt, vừa thân thiện, lại vừa niềm nở khi giao tiếp với khách hàng.",Vie
Khách sạn chỉ có 1 điểm trừ duy nhất đó là phòng ốc và tiện nghi hơi cũ.,Vie
"Nhân viên rất là nhiệt tình, Vị trí thuận lợi.",Vie
"Về tổng quan thì tôi thấy phòng ốc sạch sẽ, thoải mái khi ở.",Vie
Tuy nhiên các thiết bị điện thì khá cũ và lỏng lẽo.,Vie
Nếu khách sạn có thể cải thiện được thì sẽ tốt hơn rất nhiều.,Vie
Căn phòng mà tôi ở tại khách sạn Phương Huy 1 cũng khá ổn.,Vie
Phòng ở thì cũng sạch sẽ và đầy đủ tiện nghi.,Vie
Vị trí của khách sạn nằm rất gần trung tâm nên đi lại cũng rất thuận tiện.,Vie
Khách sạn Phương Huy 1 có vị trí gần ngay trung tâm nên rất thuận tiện cho việc đi lại của tôi.,Vie
"Nhân viên thì vui vẻ, nhiệt tình và niềm nở với khách hàng.",Vie
"Phòng ốc khách sạn cũng tương đối sạch sẽ, tiện nghi phòng có hơi cũ nhưng cũng đầy đủ, nhân viên phục vụ thì vui vẻ, thân thiện, vị trí đi lại thuận tiện.",Vie
Tôi thấy với giá tiền như vậy thì phòng ốc ở khách sạn Phương Huy 1 cũng khá ổn.,Vie
"Nhân viên cũng khá là chu đáo, nhiệt tình với khách hàng.",Vie
"Vị trí ở khách sạn cũng khá thuận tiện vì có thể dễ dàng ra chợ, ra trung tâm cũng như ra vườn hoa.",Vie
Tôi cảm thấy chất lượng khách sạn ổn.,Vie
"Xét về giá cả thì tôi thấy phù hợp với dịch vụ của khách sạn, giá khá rẻ.",Vie
"Tuy nhiên, phòng thì tôi thấy hơi cũ, nhỏ, không giống trên hình ảnh cho lắm, và từ khách sạn đi đến chợ Đà Lạt mất 10 phút đi xe máy, chứ đi bộ thì cũng khá xa.",Vie
"Phòng cũng thoải mái, sạch sẽ và tương đối đủ tiện nghi.",Vie
Nhân viên rất là nhiệt tình và vui vẻ.,Vie
Vị trí nằm trên đường Bùi Thị Xuân khá thuận tiện và gần chợ.,Vie
Tôi khá là hài lòng về khách sạn Phương Huy 1 khi có chuyến đi đến Đà Lạt.,Vie
Vừa qua gia đình tôi có chuyến du lịch Đà Lạt và đã ở lại khách sạn Phương Huy 1.,Vie
"Hôm tôi nhận phòng lúc đó khoảng 1, 2 giờ sáng.",Vie
Khách sạn 1  sao mà dịch vụ như vậy là mình thấy tốt.,Vie
"Vị trí cũng thuận lợi để đi chơi, ăn uống.",Vie
"Nhìn chung, mình thấy hài lòng về khách sạn.",Vie
"Khách sạn Phương Huy 1 có vị trí gần trung tâm, thuận tiện cho việc đi lại của tôi.",Vie
"Nhân viên rất nhiệt tình, thân thiện và chu đáo nên tôi cũng khá hài lòng.",Vie
Có một vấn đề nhỏ thôi là tôi bị làm phiền bởi những khách hàng khác nghỉ tại đây vì họ gây ồn.,Vie
"Còn khách sạn thì ở đây khá tốt, nhân viên nhiệt tình, vệ sinh sạch sẽ, tiện nghi phòng ốc cũng khá đầy đủ và hữu ích.",Vie
Vừa rồi chúng tôi có dịp đi Đà Lạt và nghỉ tại khách sạn Phương Huy 1.,Vie
"Nhân viên phục vụ chu đáo, tận tình hướng dẫn khách về đường đi và điểm tham quan, mua sắm.",Vie
Chất lượng Khách Sạn Phương Huy 1 đúng như những gì tôi đã yêu cầu khi đặt qua Mytour.,Vie
Khách sạn Phương Huy 1 phòng ốc và các trang thiết bị đều cũ.,Vie
Khách sạn nên nâng cấp và thay mới để thu hút khách hơn.,Vie
Ngoài ra khách sạn đông khách mà thiếu nhân viên nên khi có gì cần gọi rất lâu mới có người hỗ trợ.,Vie
Các bạn nhân viên thì nhiệt tình.,Vie
Tuy nhiên phòng có mùi ẩm cần được sử lý.,Vie
"Có một vấn đề tôi chưa được hài lòng lắm khi ở Phương Huy là tiện nghi trong Toilet hoạt động không được tốt, ví dụ như là cửa phòng toilet của tôi không đóng được và đế vòi sen bị gãy nên tôi phải sử dụng lavabo để thay thế.",Vie
"NHân viên nhiệt tình, lịch sự.",Vie
"Mình đặt nhiều phòng, các phòng khác khá tốt tuy nhiên có 1 phòng hơi dơ, cách âm kém và không có tủ lạnh.",Vie
Có đều hơi sợ là thường nghe tiếng gõ cửa nhưng nhìn ra không thấy ai.,Vie
Tôi đã đặt phòng và trả tiền trước nhưng khách sạn lại không kiểm tra thông tin kĩ lưỡng.,Vie
Hôm sau thì khách sạn có liên hệ lại và nói nhầm lẫn và có trả tiền phòng đó cho tôi.,Vie
"Phục vụ ở đây thì quá chán, không được nhanh nhẹn và nhiệt tình như những nơi khác.",Vie
"Thủ tục nhận và trả phòng nhanh chóng, đơn giản.",Vie
"Phòng sạch sẽ, tiện nghi đầy đủ cho tôi khi sử dụng.",Vie
Tôi cảm thấy hài lòng về dịch vụ của khách sạn bởi vì nhân viên nơi đây phục vụ rất nhiệt tình.,Vie
Khách sạn Phương Huy 1 là khách sạn 1  sao nhưng dịch vụ khá tốt.,Vie
"Về tiện nghi thì mới mẻ, phòng ngủ rộng, vệ sinh sạch sẽ.",Vie
"Khách sạn có vị trí đẹp, thuận tiện cho việc tham quan và mua sắm.",Vie
"Phòng có diện tích đủ rộng, thoải mái để sinh hoạt, tuy nhiên phòng tôi ở hơi có mùi ẩm mốc.",Vie
"Ngoài ra có nhân viên phục vụ tận tình, tỉ mỉ, vệ sinh sạch sẽ, phòng ốc rộng rãi, dễ chịu.",Vie
"Không gian thoáng mát, vệ sinh sạch sẽ mang lại sự thoải mái và dễ chịu.",Vie
Lần sau nếu đến Đà lạt tôi sẽ tiếp tục đặt phòng ở khách sạn.,Vie
Thời gian vừa qua tôi có sử dụng dịch vụ của khách sạn này.,Vie
Tôi sẽ đặt phòng ở khách sạn Phương Huy 1 khi đến đây.,Vie
